id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_057,"The user transitions between a right-hand gesture with all fingers straight and close together, a left-hand gesture with bent fingers except the thumb, and a right-hand gesture with bent middle, ring, and little fingers, while maintaining thumb-index contact in most frames and varying palm orientations","The user performs a ""pinching"" gesture with both hands in Image 1, transitions to a ""pinching"" gesture with the left hand only in Images 2-4, pauses in Image 5, resumes the left-hand ""pinching"" gesture in Images 6-7, and concludes with a ""pinching"" gesture using both hands in Image 8","The user performs a sequence of gestures involving both hands, starting with a combination of straight and bent fingers with thumb contact on specific fingers, transitioning to a similar pose with slight variations in finger proximity and thumb direction, and ending with one hand fully bent while the other returns to a mixed straight and bent configuration, before resting","The user transitions from a right-hand pinching gesture and a left-hand pointing gesture, to a left-hand open palm gesture, then to a left-hand pinching gesture, followed by both hands performing pinching gestures with slight variations in finger proximity and thumb contact, and finally returns to the initial pinching gestures for both hands","The user transitions from a right-hand ""thumbs-up"" gesture with straight fingers and a left-hand ""three-finger bend"" gesture, to a right-hand ""fist with thumb contact"" and left-hand ""three-finger bend,"" followed by a right-hand ""curved fingers with thumb contact"" and left-hand ""three-finger bend.""","The user transitions through a sequence of gestures involving a pinching motion with the right hand and a straightened thumb, a bent-finger configuration with thumb contact on both hands, a fully extended right hand with a bent-finger left hand, and alternating bent and straightened finger poses, before returning to a resting position","The user transitions between a ""thumbs-up"" gesture with the right hand and a ""pinching"" gesture with the left hand, followed by a sequence of alternating bent and straightened fingers on both hands, with varying thumb directions and finger proximities","The user transitions through a sequence of gestures involving a pinching motion with the right hand, an open hand with straight fingers on both hands, a partial fist with the right hand while the left hand maintains a straight index finger, and concludes with a fully open right hand with fingers close together"
p_058,"The user briefly performed a gesture with the right hand where all fingers were straight and close together except for the ring and little fingers, with the thumb pointing upward and the palm facing outward, followed by bending the thumb while maintaining the same orientation and finger positions","The user performed a left-hand ""thumb touching bent fingers"" gesture with the thumb pointing upward and the palm outward, followed by a right-hand ""open palm with straight fingers"" gesture transitioning into a ""bent index finger with other fingers straight,"" then returning to ""open palm with straight fingers,"" and finally a ""closed palm with all fingers straight and close together"" gesture with the thumb pointing downward","The user performs a static gesture with the right hand, where all fingers are straight and close together, the thumb points upward, and the palm faces outward, maintained consistently across the sequence before returning to a resting position","The user performs a gesture with the right hand where all fingers are straight and close together, the thumb points upward, and the palm faces outward, maintaining this pose consistently before returning to a resting position","The user alternates between a single right-hand gesture with a bent thumb and straight fingers pointing upward, a two-handed gesture with both hands in the same pose, and a final right-hand gesture with all fingers straight and the palm facing downward, before returning to no gesture","The user first performs a right-hand gesture with the thumb bent and all other fingers straight and close together, palm outward and thumb pointing up, then transitions to a two-hand gesture with the same pose for the right hand and the left hand mirroring it, and finally shifts to a left-hand gesture with the thumb straight, index finger bent, middle finger straight, and the ring and little fingers bent, with the thumb pointing backward and the palm outward","The user performs a gesture where the right hand's thumb is bent while the other fingers remain straight and close together, with the palm oriented outward, and no further gestures are performed afterward","The user performs a sequence of gestures including both hands with straight fingers and outward palms, transitioning to the right hand with a bent thumb while the left hand remains straight, followed by the left hand with bent fingers and thumb making contact with some fingers, and finally the right hand with straight fingers and thumb making contact with all fingers and an inward palm orientation"
p_059,"The user performs a ""thumbs-up"" gesture with the right hand in Image 4, transitions to a ""pinching"" gesture with bent fingers and thumb-index contact in Images 7-10, shifts to a ""pointing"" gesture with a straight index finger and bent thumb in Images 11-15, and returns to a ""pinching"" gesture in Image 16, with no gestures performed in the remaining frames","The user transitions between a closed fist, a ""thumbs-up"" gesture, a ""thumb touching index finger with other fingers bent"" gesture, and back to a closed fist, with variations in thumb and index finger positions throughout","The user transitions from no gesture to extending all fingers except the bent thumb with the palm facing outward, followed by bending all fingers into a closed position with thumb contact on the fingertips, and then returns to no gesture","The user alternates between a ""thumb bent with all other fingers straight and close together"" gesture and a ""fully bent fingers with thumb contacting some fingers"" gesture, followed by variations where specific fingers bend or straighten while maintaining thumb bending and outward palm orientation","The user transitions from no gesture to a right-hand pose with the thumb bent, the index finger straight, and the other fingers straight and close together, followed by a modification where the ring and little fingers bend and make contact with the thumb, and finally, the middle finger bends while the ring and little fingers separate slightly before returning to no gesture","The user transitions from no gesture to extending the index, middle, and ring fingers while bending the thumb and little finger, then alternates thumb contact between the index, middle, and ring fingers, before returning to no gesture","The user initially performs no gesture, then transitions to a ""thumb bent with contact to middle, ring, and little fingers while the index finger remains straight and the palm faces outward"" gesture, followed by a ""thumb straight and in contact with the index finger while all fingers are straight and the palm faces inward,"" and finally returns to no gesture","The user briefly performs a ""thumbs-up"" gesture with the right hand (thumb straight, other fingers bent, palm outward) in two separate instances, interspersed with neutral or resting hand positions"
p_060,"The sequence depicts a left hand transitioning from a closed fist with the thumb pointing upward, to a gesture where the thumb makes contact with the bent index and middle fingers while the middle and ring fingers straighten, followed by a return to the initial fist pose; later, the left hand forms a fully open gesture with all fingers straight and close together, transitioning to a right hand performing a similar open gesture, and finally returning to a left hand with all fingers straight and close together before bending into a fist","The user performs a pinching gesture with the left hand (Image 1), a fist gesture with the right hand (Image 4), an open hand gesture with the left hand oriented outward (Images 6–11), a flat hand gesture with fingers spread and palm facing downward (Image 15), and a downward-pointing open hand gesture with the left hand (Images 18–20)","The user performs a pinching gesture with the left hand (thumb and index finger in contact, other fingers straight) in Image 2, transitions to an open hand gesture with fingers spread in Image 4, moves to a fist gesture with all fingers bent and thumb in contact with other fingers in Images 5 and 6, performs a mirrored fist gesture with both hands in Image 7, and concludes with a partial pinching gesture (thumb and index finger in contact, middle finger bent) in Image 9","The user performs a sequence of gestures including a pinching motion with the thumb contacting all fingers while the index and little fingers are straight (Image 4), followed by an open hand with all fingers straight and apart, transitioning between different thumb directions and palm orientations (Images 6-11)","The user performs a sequence of gestures including a left-hand ""thumb touching index finger with all fingers straight and apart"" gesture, a two-handed mirrored gesture with both hands straight and index fingers touching thumbs, a left-hand ""thumb touching index finger with bent middle and ring fingers"" gesture, a right-hand ""thumb bent with all other fingers straight and close together"" gesture, and a left-hand ""thumb touching index finger with fingers straight and transitioning from close to apart,"" interspersed with resting positions","The user performs a sequence of gestures including a left-hand ""thumbs up"" with bent fingers transitioning to a right-hand ""thumbs up"" with straight fingers, followed by both hands fully extended with varying proximities, and concludes with a left-hand ""thumbs up"" and a right-hand closed fist with thumb contact","The user performs a left-hand gesture with a straight thumb and bent little finger in contact with other fingers, transitioning to a bent index finger with the thumb moving away, followed by all fingers bent and the thumb pointing up; then switches to a right-hand gesture with all fingers bent and the thumb in contact, and finally returns to a left-hand gesture with a bent index and middle finger while the thumb contacts the index finger","The user performs a right-hand ""OK"" gesture transitioning to a left-hand closed fist, followed by a left-hand open palm gesture repeated intermittently"
p_061,"The user performs a gesture with the right hand where the thumb is straight and makes contact with the bent middle, ring, and index fingers while pointing downward, followed by a second gesture where the thumb is straight and makes contact with all bent fingers while pointing upward, with no other gestures performed in the sequence","The user transitions from no gesture to forming a closed fist with the thumb in contact with the index and middle fingers, then extends all fingers straight with the thumb pointing upward, and finally bends the ring finger while keeping the other fingers straight, before returning to no gesture","The user briefly performed a right-hand gesture with all fingers straight, close together, thumb pointing upward, and palm oriented inward, before returning to a neutral position","The user performs a sequence of gestures starting with a right-hand pose with all fingers straight and close together, followed by a brief pause, then transitions to spreading the fingers apart, another pause, and finally alternates between a right-hand pose with the little finger contacting the thumb and a left-hand pose with all fingers straight and close together, ending with a right-hand pose with fingers close together","The user performs a ""rock"" gesture with the right hand (bent ring and little fingers, straight others) in Image 4, transitions to an open hand with straight fingers and outward palm orientation in Images 5-7, briefly forms a ""pinch"" gesture with the thumb and index finger in Image 8, returns to an open hand in Images 9-9, performs a ""fist"" gesture with the left hand in Image 16, transitions to a ""pinch"" gesture with the right hand in Images 19-20, and concludes with an open hand with downward palm orientation in Images 22-24","The sequence depicts a progression of gestures including a pinching motion with the right hand (thumb contacting bent index and middle fingers), transitioning to an open hand with straight fingers and varying proximities, followed by a bent thumb gesture with straight fingers, a left-hand open gesture with thumb-index contact, a right-hand pinching motion with bent index, middle, and ring fingers, and concluding with a downward-facing open hand with all fingers close together","The user performs a sequence of gestures involving a pinching motion with the right hand (thumb contacting different fingers sequentially while other fingers remain bent or straight), transitions to a similar pinching gesture with the left hand, and alternates between variations of pinching and straightened index-thumb configurations, with intermittent resting positions","The user performs a sequence of gestures involving a ""thumb bent with straight fingers"" transitioning to ""all fingers straight with varying proximities,"" followed by ""thumb bent with straight fingers,"" then ""all fingers bent with thumb contacting the index finger,"" and finally no discernible gestures"
p_062,"The user performs a sequence of gestures involving a right hand with a thumb pointing upward and fingers bent or straight in varying combinations, transitioning between gestures with brief resting positions, and ending with a thumb pointing downward and fingers bent","The user performs a pinching gesture with the thumb and index finger while other fingers are bent (Image 5), transitions to a pointing gesture with the thumb and index finger straight and separated (Image 12), then shifts to a gesture where the thumb contacts multiple fingers while bent (Image 16)","The user performs a sequence of gestures involving a right hand with straight fingers and outward palm orientation, transitioning between fingers being close or apart, with thumb direction changing from left to up, followed by thumb-index and thumb-ring contact, and ending with a bent thumb before returning to a neutral position","The user performs a gesture with the right hand characterized by all fingers straight, the thumb pointing upward, and the palm facing outward in Image 3 and Image 8, followed by a gesture with the right hand where the thumb is bent, the other fingers are straight, and the palm remains outward in Images 12 and 13; no gestures are performed in the remaining frames","The user transitions through a sequence of gestures, including an open left hand with fingers spread and thumb pointing up or right, a right hand with bent fingers and thumb straight, a left hand with a bent thumb and straight fingers, both hands with distinct poses (left hand with bent thumb and right hand with bent fingers), and finally, a left hand with bent fingers and thumb contact, before returning to a neutral position","The user performs a sequence of gestures including a ""thumbs-up"" with both hands transitioning to a ""pinching"" motion with the left hand, followed by a ""thumbs-up"" with the right hand, and finally a ""bent thumb"" gesture with the right hand","The user performs a sequence of gestures: first, a ""thumb touching the ring finger with other fingers straight and close"" gesture, followed by a ""thumb touching the index and little fingers with other fingers straight and close,"" and finally a ""thumb touching all bent fingers.""","The user performs a sequence of gestures: first, a ""pinching"" motion with all fingers in contact with the thumb (Image 3), transitioning to an open hand with fingers straight and apart (Image 4), followed by a resting phase, then a bent thumb gesture (Image 10), a ""pinching"" motion with bent index and middle fingers (Image 11), and finally a straight hand with a bent little finger (Image 12)"
p_063,"The user transitions through a sequence of gestures, including a ""thumbs-up"" with bent fingers and outward palm, a bent thumb touching the middle finger, a ""pinching"" motion with thumb and index finger straight, and a final ""thumbs-up"" with thumb-index contact, interspersed with neutral hand positions","The user transitions from a ""thumbs-up"" gesture with bent fingers (except the straight thumb) to a pinching motion involving the thumb and index finger, then cycles through variations of thumb contact with other fingers, and finally returns to a ""thumbs-up"" gesture before ending with a bent thumb pointing left and an inward palm orientation","The user performs a gesture with the right hand where all fingers are straight and close together with the thumb pointing left and the palm oriented left, followed by a gesture where the thumb is straight, the other fingers are bent, and the thumb makes contact with all fingers while the palm alternates between outward and left orientations, before returning to a resting position","The user alternates between holding all fingers straight with the thumb pointing upward and the palm facing outward, with the ring and little fingers either close together or apart","The user briefly performs a gesture with the left hand where the thumb is bent, the other fingers are straight and close together (except the little finger), the thumb points upward, and the palm alternates between inward and outward orientations, with no other gestures observed in the sequence","The user performs a right-hand outward-facing ""five"" gesture with fingers straight and thumb pointing up, transitions to a left-hand inward-facing ""five"" gesture with fingers straight and thumb pointing up, returns to a right-hand outward-facing ""five"" gesture with thumb pointing left, and finally transitions to a right-hand outward-facing ""four"" gesture with the thumb bent and pointing up","The user performs a gesture with the right hand where the thumb is bent, the other fingers are straight and close together, the thumb points upward, and the palm faces outward, maintaining this pose consistently throughout the sequence","The sequence depicts a left-hand pinching gesture transitioning to a right-hand pinching gesture, followed by a right-hand open palm gesture with fingers close together, then a left-hand open palm gesture with fingers close together, and alternating between these open palm gestures"
p_064,"The user performed a right-hand gesture with all fingers straight, close together, thumb pointing upward, and palm facing inward, followed by a left-hand gesture with all fingers bent, thumb in contact with the other fingers, thumb pointing upward, and palm facing outward","The user briefly performed a gesture with the right hand where the thumb was bent, the other fingers were straight and close together, the thumb pointed upward, and the palm faced outward, before returning to a neutral position","The user performs a gesture with the right hand where all fingers are straight, the thumb points upward, the palm faces outward, and the thumb makes contact with the middle, ring, and little fingers while being non-contact with the index finger","The user transitions from no gesture to forming a pinching motion with the thumb in contact with the bent index and middle fingers while the little finger remains straight, followed by fully straightened fingers held close together with the thumb pointing left, and then returns to no gesture","The user initially performed a left-hand gesture with all fingers straight and close together, thumb pointing upward, and palm facing inward, followed by a right-hand gesture with the thumb bent, other fingers straight and close together, thumb pointing upward, and palm facing outward, which was held consistently before returning to a resting position","The user transitions from no gesture to extending the right hand with the thumb bent and fingers straight and close together, palm outward, then straightens the thumb while maintaining the fingers' position and rotates the palm inward, before returning to no gesture","The user performs a gesture with the right hand where the thumb is bent, the index finger is straight, and the other fingers are bent, with the thumb initially contacting the middle finger and later moving away, while the palm faces outward and the thumb points upward",
p_065,"The user performs a pinching gesture with the right hand while the left hand is fully extended (Image 1), transitions to a closed fist gesture with the left hand (Images 2-3), pauses with no gestures (Images 4-5), and then performs a fully extended hand gesture with the right hand, maintaining close finger proximity and outward palm orientation (Images 6-10)","The user performs a gesture with the right hand transitioning from all fingers straight and apart to progressively closing the fingers together (Images 1-3), followed by a period of no gestures (Images 4-8), then a gesture with both hands where the right hand has bent thumb and straight fingers in contact, and the left hand has bent fingers and thumb in contact (Images 9-13), transitioning to a right-hand bent thumb and index finger with other fingers straight, while the left hand maintains bent fingers and thumb (Images 14-18), followed by no gestures (Image 19), and ending with the right hand straight fingers transitioning between close and apart (Images 20-21)","The user performed a sequence of gestures: an open hand with all fingers straight and apart, followed by a gesture with the thumb bent and touching the middle finger while other fingers were bent or straight, and finally transitioned to a bent index finger with other fingers bent and the thumb straight, ending with an open hand where the thumb contacted the index finger","The user transitions from an open hand with fingers straight and apart (Image 1) to a pinching gesture with the thumb in contact with bent fingers (Images 5-7), then returns to an open hand with fingers straight and close together (Images 8-9), and finally performs a pointing gesture with the index finger bent and thumb in contact (Image 12)","The user transitions from no gesture to a sequence where the left hand forms a ""thumb bent with little finger contact"" pose, then shifts to ""thumb bent with ring and little finger contact,"" while the right hand alternates between ""thumb straight with index contact"" and ""thumb bent with index contact,"" before both hands return to a neutral ""thumb straight with index and little finger contact"" pose","The user transitions through a sequence of gestures, including a left-hand ""OK"" gesture, a right-hand ""OK"" gesture, both hands with straight fingers and outward palms, alternating bent and straight finger configurations with thumb contact, and concludes with a right-hand straight-finger pose with inward palm orientation","The user performs a right-hand ""OK"" gesture with the thumb and index finger touching while other fingers are straight (Image 1), transitions to a left-hand flat pose with all fingers straight and close together (Image 4), then moves to a right-hand ""thumbs-up"" gesture with the thumb bent and other fingers straight and close (Images 6-8), and finally transitions to a right-hand ""OK"" gesture again with slight variations in finger proximity and thumb direction (Images 10-11)","The user performs a pinching gesture with the thumb and index finger (Images 1-2), transitions to a thumbs-up gesture with straight fingers (Image 5), then a straight-fingered hand with the thumb touching the little finger (Image 7), followed by a fully bent-fingered fist with thumb contact on all fingers (Images 12-13), a straight-fingered hand with thumb contact on all fingers (Image 15), and finally returns to a bent-fingered fist with thumb contact on all fingers (Image 19)"
p_066,"The user performs a sequence of gestures involving a pinching motion with the thumb and various fingers, transitioning to an open hand with fingers close together and the thumb straight, followed by a bent thumb gesture with straight fingers and varying finger proximities, interspersed with resting positions","The user transitions from no gesture to a right-hand pose with a bent thumb and straight fingers pointing outward, then to a right-hand pose with a straight thumb and bent fingers making contact, followed by a combined gesture with the left hand straight and the right hand partially bent, and finally returns to a straight-fingered right-hand pose with thumb contact and varying palm orientations","The user performs a ""pinching"" gesture with the left hand (thumb in contact with multiple fingers) followed by a ""fist-like"" gesture with bent fingers and outward palm orientation, then transitions to a ""pointing"" gesture with the right hand (straight fingers and thumb contact), and finally returns to a ""fist-like"" gesture with the left hand","The user performs a sequence of gestures: first, an open hand with all fingers straight and apart, followed by a gesture where the thumb contacts all fingers while the ring and little fingers are bent, and later a gesture with the thumb bent and contacting the little finger while the other fingers are straight and close together","The user transitions from no gesture to extending all fingers of the left hand outward with the thumb bent upward, maintaining this pose while the thumb makes contact with the ring and little fingers, before returning to no gesture","The user performs a gesture with the left hand where all fingers are straight, the thumb makes contact with the index finger, and the palm orientation transitions from right to outward, followed by a resting phase, and then a gesture with all fingers straight, thumb-index contact, and the palm facing inward","The user performs a sequence of gestures starting with an open hand with all fingers straight and the thumb making contact with some fingers, transitions to a gesture with the thumb bent and no finger-thumb contact, and then shifts to a pose with the little finger bent and the thumb making contact with other fingers, before returning to no gesture","The user performs a ""pointing"" gesture with the left hand (thumb bent, index straight, other fingers straight, palm outward) in Image 3, transitions to a ""thumbs-up"" gesture (thumb straight, index straight, other fingers straight, thumb-index contact, palm outward) in Images 4-5, returns to a ""pointing"" gesture in Image 6, performs a ""pinching"" gesture (thumb bent, all fingers straight, thumb contacting all fingers, palm inward) in Images 8 and 10, and transitions to a ""claw-like"" gesture (thumb and fingers bent except the little finger, palm inward) in Image 11, with no gestures in the other frames"
p_067,"The user alternates between gestures involving both hands, including a right hand with all fingers straight and close together transitioning to a bent-finger pose, and a left hand with a consistent bent ring and little finger, with variations in thumb contact and finger proximity, before ending with only the left hand in a bent-finger pose","The sequence depicts the user performing a left-hand ""OK"" gesture transitioning to a right-hand ""OK"" gesture, followed by a right-hand open palm gesture, then a left-hand ""OK"" gesture combined with a right-hand closed fist, and finally transitioning to a right-hand closed fist","The user transitions through a sequence of gestures, starting with a partially bent hand with thumb-index-middle contact, moving to a fully straightened hand with thumb contact across all fingers, then bending specific fingers in varying patterns, culminating in a fully bent hand with thumb contact, and finally returning to a bent hand with thumb-index-middle contact","The user transitions through a sequence of gestures involving an initial ""OK"" gesture, followed by a ""claw-like"" hand shape with bent fingers and varying proximities, then a straightened hand with outward palm orientation, and finally a return to bent fingers with changes in thumb contact and palm orientation","The user transitions from a fully extended hand with fingers close together (Image 1) to a pinch gesture with thumb and index finger in contact (Image 2), then bends the index, middle, and ring fingers while maintaining thumb contact with them (Image 3), returns to a straight hand with varying finger proximities (Images 4-10), pauses (Image 11), and finally performs a pinch gesture again with thumb and index finger in contact (Image 12)","The user performs a pinching gesture with the thumb and index finger while the other fingers remain straight, transitions to a straight hand with the thumb bent and palm outward, then shifts to a straight hand with fingers apart and palm inward, and finally ends with a gradual curling of all fingers except the thumb into a fist-like pose","The user transitions through a sequence of gestures: starting with a pinching motion involving the thumb and index/middle fingers (Image 1), followed by a slight hand rotation with fingers straightened (Image 2), then a thumb-to-ring/little finger contact with outward palm orientation (Images 3-6), maintaining straight fingers with no thumb contact (Images 7-10), bending the index and middle fingers into a partial curl with thumb contact (Image 11), progressing to a full curl of all fingers with thumb contact and palm rotation (Image 12), and finally returning to a straightened finger pose with thumb-middle finger contact (Image 14)","The user transitions from a gesture with the thumb bent and fingers straight and close together (Image 1) to a gesture with the thumb straight and all other fingers bent and apart, with variations in thumb direction and occasional thumb-finger contact (Images 2-9), before returning to the initial pose with the thumb bent and fingers straight and close together (Image 10)"
p_068,"The user performs a pinching gesture with the right hand in Image 7, followed by a variation of the pinching gesture in Image 11, characterized by changes in finger flexion and thumb contact","The user performs a gesture with the right hand in Image 2 characterized by a bent thumb in contact with the middle, ring, and little fingers, followed by a gesture in Images 10-13 with the right hand where the thumb and index finger are straight, the middle, ring, and little fingers are bent, and the thumb contacts the middle finger, transitioning to a similar pose with fingers closer together; finally, a gesture in Image 14 with the left hand where the thumb and index finger are straight, the middle, ring, and little fingers are bent, and the thumb contacts the index finger","The user performs a sequence of gestures involving a left hand with a straight thumb and index finger, bent middle, ring, and little fingers, transitioning between non-contact and contact with the thumb and other fingers, with varying finger proximities and thumb directions, interspersed with resting positions","The user alternates between a right-hand gesture with the thumb straight and pointing upward, the other fingers bent, and the palm facing inward, with varying proximity between the fingers, and no contact between the thumb and other fingers","The user performs a sequence of gestures including a ""thumbs-up"" with the right hand (Image 2), a ""thumbs-down"" with the right hand (Image 8), a ""pointing"" gesture with the right hand (Images 10-11), a ""flat open hand"" with the right hand (Images 12-14), a ""pinching"" gesture with the left hand (Image 15), a ""dual-hand pinching"" gesture (Images 17-18), a ""thumbs-up"" with the left hand (Image 20), a ""sideways open hand"" with the left hand (Image 21), and a ""flat open hand"" with the right hand (Image 23)","The user performs a sequence of gestures including a ""thumbs-up"" with bent fingers (Images 3-4), a ""thumbs-down"" with bent fingers (Image 11), a straight thumb with all other fingers straight and apart (Image 13), and a bent-finger gesture with a straight thumb in varying proximities and orientations (Images 22-24, 26), interspersed with periods of no gesture","The user performs a sequence of gestures involving a ""thumb-index contact with straight fingers and outward palm"" transitioning to ""no contact with straight fingers and outward palm,"" followed by a brief return to ""thumb-index contact with straight fingers and outward palm,"" and finally a ""thumb-little contact with straight fingers and outward palm,"" interspersed with resting positions","The user alternates between spreading all fingers apart and bringing the index and middle fingers close together, then transitions to bending the middle and little fingers with thumb contact, followed by bending the index finger with thumb contact, before returning to a resting position"
p_069,"The user performed a ""five fingers spread outward"" gesture in Image 4, transitioned to a ""thumb bent with other fingers straight and close together"" gesture in Image 8, followed by a ""thumb touching all straight fingers close together"" gesture in Image 9, and concluded with a ""thumb straight with all other fingers bent and close together"" gesture in Image 12","The user performs a gesture with the right hand where all fingers are straight, the thumb points upward, and the palm faces outward, with fingers initially close together and then progressively separating, followed by a brief gesture where the thumb points left and the fingers are apart",,,"The user performs a gesture with the left hand where all fingers are straight and close together, the thumb is straight and pointing upward, and the palm is oriented outward, followed by bending the thumb while maintaining the same configuration, and then returns to a resting position",,"The user briefly performed a gesture with the right hand where all fingers were bent, the thumb pointed upward, the palm faced inward, and the fingers were apart, before returning to a neutral position",
p_070,"The user performs a sequence of gestures involving a right-hand pose with a straight thumb, index, and middle fingers, and bent ring and little fingers, transitioning to variations with changes in finger flexion and proximity, followed by a brief appearance of a left-hand pose with bent fingers and thumb contact with other fingers, before returning to the right-hand pose and ending with no gesture","The user performs a sequence of gestures involving a ""rock"" hand pose (thumb, index, and middle fingers straight, ring and little fingers bent) with the palm outward, transitioning briefly to a ""thumb bent"" pose with thumb-ring finger contact and thumb direction backward, before returning to the ""rock"" pose and ending with a ""thumb bent"" pose with thumb direction left","The user briefly performed a gesture with the right hand where all fingers were straight and close together, the thumb was straight and transitioned from pointing backward to upward, and the palm was oriented to the left","The user performs a pinching gesture with the right hand (thumb in contact with the little and index fingers) in Image 7, transitions to an open hand gesture with all fingers straight and close together in Image 8, then both hands briefly display open hand gestures with straight fingers in Image 9, and finally, the left hand consistently holds an open hand gesture with straight fingers and a slight separation between the ring and little fingers from Image 12 to Image 16","The user performs a ""thumbs-up"" gesture with the left hand transitioning to a ""pinching"" gesture involving the thumb and little finger, followed by a brief ""thumbs-up"" gesture again, before returning to no gesture",,"The user performs a gesture characterized by a straight index finger and bent thumb, middle, ring, and little fingers, with thumb contact on the middle and ring fingers, transitioning briefly to a straight thumb and outward palm orientation before returning to the initial pose, and then ceases gestures","The user performs a pinching gesture with the thumb and middle finger while other fingers are bent, transitions to a straightened index and middle finger with bent ring and little fingers, and finally shifts to a bent thumb with straightened index and middle fingers, interspersed with periods of no gesture"
p_071,"The user performs a ""V"" gesture with the right hand (index and middle fingers straight, others bent, palm outward) in Images 3-4, transitions to a modified pose with the ring finger bent in Images 5-6, and later briefly extends all fingers straight with the palm oriented left in Image 8","The user briefly extends all fingers of the right hand with the palm facing up, followed by bending the index finger while keeping the other fingers straight, and performs no other gestures in the sequence","The user transitions from no gesture to extending all fingers straight with the thumb pointing upward and the palm outward, then forms a gesture with the thumb touching the index finger while the other fingers remain straight, and finally bends the middle, ring, and little fingers while maintaining thumb contact with all fingers and reorienting the palm to the left","The user transitions from no gesture to forming a closed fist with the right hand, where the thumb makes contact with all fingers while pointing upward, then shifts the thumb's direction to the left, gradually losing contact with the little finger, and finally straightens the thumb pointing downward before returning to no gesture","The user transitions from an open hand with all fingers straight and the thumb pointing upward (Image 3) to a gesture where the thumb bends while the other fingers remain straight and close together (Images 4–8), followed by a gesture where the thumb is straight and in contact with bent index and middle fingers (Image 10)","The user performs a sequence of gestures starting with an open hand with fingers close together and palm facing down, transitioning to a gesture with a bent thumb and straight fingers with the palm outward, followed by a gesture involving bent ring and little fingers with thumb-index contact and palm facing left, and ending with an open hand with fingers apart and palm facing up","The user transitions through a sequence of gestures involving a right hand with a bent thumb and straight fingers spreading apart, followed by straight fingers coming closer together, then thumb-to-finger contacts forming sequentially, and finally a bent thumb with progressively bent fingers before returning to a resting position","The user performs a sequence of gestures including a ""three-finger pose"" with the thumb, index, and middle fingers straight and the ring and little fingers bent (Images 3-5, 40-42), a ""two-finger pose"" with the thumb and index fingers straight and touching (Image 39), a ""five-finger spread"" with all fingers straight and apart (Images 6, 21, 23, 29, 35, 38), a ""four-finger pose"" with the thumb bent and the other fingers straight (Images 24, 26, 37), and a ""compact five-finger pose"" with all fingers straight and close together (Images 30-32)"
p_072,"The user transitions from an open hand with all fingers straight and the palm facing down, to a sequence of bent fingers with varying combinations of straight and bent fingers, including a middle-finger bent gesture with the palm outward, a thumb-index contact with the palm left, and concludes with bent fingers and the palm facing up or left","The user performs a sequence of gestures including a ""thumb up with bent fingers"" on the right hand, transitioning to ""all fingers straight"" on the left hand, followed by ""bent fingers with thumb up"" on the right hand, a ""thumb-index contact with bent index finger"" on the right hand, and concludes with ""all fingers straight with thumb contact"" on the right hand","The user transitions from a right-hand gesture with the thumb and most fingers straight and the ring finger bent, to a fully straightened hand with varying finger proximities, then to a bent thumb with other fingers straight, and finally to a gesture where all fingers are straight and close together, with the thumb pointing left","The user performs a sequence of gestures including a ""thumb-index contact with straight fingers and palms facing inward,"" transitioning to ""fingers progressively closing and palms outward,"" followed by ""bent fingers with thumb contact,"" and ending with ""straight fingers and varied palm orientations,"" interspersed with moments of no gesture","The user performs a sequence of gestures where both hands initially display open palms with straight fingers and varying finger proximities, transitioning to a gesture where the left hand remains open while the right hand bends all fingers, before returning to a resting position","The sequence depicts a progression of gestures involving both hands, including bent and straightened fingers with varying proximities and thumb-index finger contacts, transitioning through distinct poses such as pinching, open palms, and closed fists, before returning to a neutral state","The user transitions from a right-hand gesture with all fingers straight and the thumb in contact with the index finger, palm inward, to a gesture where the thumb is straight, the index finger is straight, and the other fingers are bent with the thumb contacting the middle finger, palm outward, maintaining this pose with minor variations before returning to a resting position","The user transitions from no gesture to a ""thumb touching index finger with other fingers bent"" gesture, then shifts to ""thumb touching middle and ring fingers with other fingers bent,"" and alternates between these gestures before returning to no gesture"
